PG.ProteinGroups,HYE mix A,HYE mix B
P32907,2,2
P32908,5,5
P32909,6,4
P32911,7,7
P32912,6,6
P32913,3,2
P32914,3,2
P32915,6,6
P32916,12,12
P32929,2,0
P32939,5,5
P32969,10,10
P32970,3,3
P33029,3,3
P33121,11,11
P33136,19,19
P33176,48,48
P33195,29,31
P33201,8,8
P33202,4,4
P33204,3,3
P33219,4,4
P33232,17,17
P33235,12,14
P33240,10,10
P33297,24,24
P33298,13,13
P33299,21,21
P33302,7,7
P33303,9,9
P33306,2,0
P33307,18,18
P33308,5,5
P33309,6,5
P33311,2,0
P33313,4,3
P33316,10,10
P33317,3,3
P33322,16,16
P33324,2,0
P33327,31,31
P33328,2,2
P33330,14,14
P33331,5,5
P33332,13,13
P33333,10,9
P33338,19,18
P33363,22,23
P33399,11,11
P33401,10,10
P33416,31,31
P33417,5,5
P33418,4,4
P33421,2,2
P33441,6,5
P33442,3,3
P33527,45,45
P33552,2,2
P33599,30,30
P33602,35,36
P33607,4,4
P33643,6,6
P33644,3,3
P33734,24,24
P33750,3,0
P33754,2,2
P33755,8,7
P33759,2,0
P33764,2,2
P33767,12,11
P33775,11,11
P33790,2,2
P33891,2,0
P33892,51,50
P33897,18,18
P33920,10,12
P33937,8,13
P33940,8,9
P33947,5,5
P33981,9,9
P33991,39,39
P33992,39,39
P33993,36,36
P34059,4,4
P34072,4,4
P34077,13,11
P34078,12,12
P34087,2,2
P34110,8,8
P34160,13,13
P34163,7,7
P34167,27,27
P34209,5,6
P34210,18,18
P34211,13,14
P34216,39,39
P34217,6,6
P34220,2,2
P34221,4,4
P34222,3,3
P34223,14,14
P34226,6,5
P34227,10,10
P34232,2,2
P34237,19,19
P34241,4,3
P34248,3,2
P34250,2,2
P34253,5,5
P34730,3,3
P34741,3,3
P34760,13,13
P34896,18,18
P34897,24,24
P34909,6,6
P34932,41,41
P34949,8,8
P35052,6,6
P35080,6,6
P35127,5,5
P35176,11,11
P35177,4,4
P35178,4,4
P35179,2,2
P35180,6,6
P35184,4,4
P35189,4,4
P35191,12,11
P35197,19,19
P35202,2,0
P35207,12,12
P35208,2,2
P35221,37,38
P35222,30,30
P35226,3,3
P35232,19,19
P35237,19,19
P35240,5,5
P35241,36,36
P35244,6,6
P35249,16,16
P35250,18,18
P35251,22,22
P35268,4,4
P35269,13,13
P35270,12,12
P35340,22,22
P35527,26,25
P35555,39,39
P35556,2,2
P35573,36,37
P35579,109,109
P35580,54,54
P35606,35,35
P35610,12,12
P35611,12,12
P35613,9,9
P35637,8,8
P35658,46,46
P35659,12,12
P35691,7,7
P35719,13,13
P35723,5,5
P35728,3,3
P35729,5,5
P35732,12,12
P35734,4,4
P35754,4,4
P35813,10,10
P35817,7,7
P35844,16,16
P35845,11,11
P35908,34,34
P35914,7,7
P35997;P38711,5,5
P35998,22,22
P36000,7,6
P36006,5,5
P36007,2,0
P36008,21,21
P36010,8,8
P36013,19,19
P36015,13,13
P36016,10,11
P36017,7,7
P36018,9,9
P36024,13,12
P36027,3,3
P36035,6,6
P36036,3,3
P36037,17,17
P36041,15,15
P36046,4,4
P36047,11,10
P36048,3,3
P36049,9,9
P36051,3,3
P36053,3,3
P36059,5,5
P36060,10,10
P36068,4,4
P36076,12,12
P36080,9,9
P36081,5,5
P36090,4,4
P36094,4,4
P36095,3,3
P36100,6,6
P36101,7,7
P36103,3,3
P36108,4,3
P36112,18,18
P36114,16,16
P36116,2,2
P36121,7,7
P36123,12,12
P36132,4,4
P36135,3,3
P36136,10,10
P36139,11,11
P36141,6,6
P36145,6,6
P36147,2,2
P36148,2,2
P36149,2,0
P36151,8,8
P36152,6,6
P36154,2,2
P36159,7,7
P36160,6,6
P36161,18,18
P36169,3,3
P36404,7,7
P36405,8,8
P36421,14,14
P36507,20,20
P36516,9,9
P36517,4,4
P36519,2,2
P36520,5,5
P36521,6,6
P36523,5,5
P36525,4,4
P36526,4,4
P36528,5,4
P36531,3,3
P36534,6,6
P36542,10,10
P36543,5,5
P36548,4,6
P36551,11,11
P36566,2,2
P36578,16,16
P36639,6,6
P36659,2,2
P36672,8,8
P36680,8,8
P36683,54,54
P36767,7,8
P36771,5,6
P36775,29,29
P36776,33,33
P36871,29,29
P36873,3,3
P36879,4,6
P36897,2,2
P36915,12,12
P36929,10,11
P36938,19,19
P36941,4,4
P36952,17,17
P36954,2,2
P36957,14,14
P36969,5,5
P36979,10,12
P36999,4,4
P37012,19,18
P37020,3,3
P37051,7,8
P37095,20,21
P37108,7,7
P37177,6,7
P37198,10,10
P37235,13,13
P37262,3,3
P37263,2,2
P37267,2,2
P37268,15,15
P37275,3,3
P37291,26,26
P37292,21,21
P37296,3,3
P37298,4,4
P37299,3,3
P37302,10,10
P37303,9,9
P37304,13,12
P37313,7,8
P37329,17,17
P37330,32,33
P37339,3,4
P37349,11,13
P37370,11,11
P37387,6,6
P37440,13,14
P37613,2,3
P37617,3,6
P37626,4,6
P37634,6,9
P37646,4,6
P37647,4,4
P37648,7,8
P37665,4,4
P37666,8,10
P37689,17,17
P37744,17,17
P37745,5,5
P37747,15,15
P37749,12,12
P37750,3,3
P37751,9,10
P37759,17,20
P37760,8,9
P37765,5,6
P37773,10,11
P37802,14,14
P37837,14,14
P37838,3,0
P37840,4,4
P37898,31,30
P37902,12,12
P37903,3,3
P38009,22,22
P38011,15,15
P38013,11,11
P38041,3,3
P38061,4,4
P38063,6,6
P38065,3,2
P38066,5,5
P38067,3,3
P38068,4,4
P38069,7,7
P38071,6,6
P38072,3,3
P38074,6,6
P38075,11,11
P38077,13,13
P38080,22,22
P38081,9,10
P38084,2,2
P38088,33,33
P38112,11,10
P38115,14,14
P38116,5,5
P38117,15,15
P38120,4,4
P38127,4,3
P38129,10,10
P38130,10,10
P38131,4,4
P38132,2,2
P38137,13,13
P38138,5,5
P38143,6,5
P38144,24,24
P38145,7,7
P38149,4,4
P38153,7,7
P38156,2,2
P38158;P53341,21,21
P38159,18,18
P38162,5,5
P38164,2,2
P38165,7,7
P38166,2,2
P38167,6,5
P38169,3,0
P38174,11,11
P38181,9,8
P38196,4,4
P38197,11,11
P38198,3,3
P38199,5,5
P38203,2,2
P38205,24,24
P38212,4,4
P38217,7,7
P38219,21,21
P38221,5,5
P38228,2,0
P38230,9,9
P38234,6,5
P38235,5,5
P38237,10,10
P38239,2,2
P38248,6,6
P38249,45,45
P38250,11,11
P38251,4,4
P38254,4,3
P38260,13,12
P38261,4,4
P38264,5,5
P38266,6,6
P38272,8,8
P38281,9,10
P38286,7,7
P38288,6,6
P38293,4,4
P38295,16,16
P38301,2,0
P38302,4,4
P38304,2,0
P38310,3,0
P38314,8,8
P38323,4,4
P38328,12,12
P38333,10,10
P38339,4,0
P38340,3,3
P38341,3,3
P38344,3,3
P38345,4,4
P38349,5,4
P38351,15,15
P38353,8,8
P38355,3,3
P38426,19,17
P38427,20,20
P38428,5,5
P38431,17,17
P38432,12,12
P38435,5,5
P38439,10,10
P38489,11,11
P38521,3,3
P38523,9,9
P38555,10,10
P38571,2,2
P38606,23,23
P38615,3,3
P38616,8,8
P38623,7,7
P38624,8,8
P38625,24,25
P38626,13,13
P38627,16,16
P38628,11,11
P38629,10,10
P38630,8,8
P38631,27,27
P38634,6,5
P38635,2,0
P38646,34,34
P38682,16,16
P38687,8,8
P38688,6,6
P38689,7,7
P38691,2,2
P38692,2,0
P38694,9,9
P38695,2,2
P38697,4,4
P38698,7,6
P38701,6,6
P38707,24,24
P38708,32,31
P38712,14,14
P38713,2,0
P38715,9,9
P38716,7,7
P38719,5,4
P38720,26,26
P38732,10,10
P38736,8,8
P38737,20,18
P38747,5,5
P38753,8,8
P38754,8,8
P38755,10,10
P38756,3,3
P38758,9,9
P38759,6,6
P38764,38,38
P38765,4,4
P38768,4,4
P38771,5,5
P38773;P38774,2,2
P38777,11,11
P38779,7,6
P38787,8,8
P38788,25,25
P38789,6,6
P38791,17,17
P38792,7,7
P38793,5,5
P38795,15,15
P38797,6,5
P38801,5,5
P38804,6,6
P38809,5,4
P38810,11,10
P38814,3,3
P38817,10,10
P38820,6,6
P38821,8,8
P38822,10,9
P38824,4,3
P38825,8,7
P38828,8,8
P38833,3,3
P38836,4,4
P38837,2,2
P38840,25,25
P38841,5,5
P38845,18,18
P38853,33,31
P38854,3,3
P38858,13,13
P38861,11,10
P38875,3,2
P38878,3,3
P38879,7,7
P38881,7,7
P38882,8,8
P38883,9,9
P38884,2,0
P38885,3,3
P38886,8,8
P38890,2,2
P38891,17,17
P38902,3,3
P38903,7,6
P38904,2,0
P38910,6,6
P38911,7,7
P38912,7,7
P38919,21,21
P38922,12,12
P38932,7,6
P38934,24,24
P38935,4,4
P38936,2,2
P38961,2,2
P38968,34,34
P38970,4,3
P38972,53,52
P38985,2,2
P38986,7,7
P38988,10,10
P38989,3,0
P38996,14,14
P38998,14,14
P38999,23,23
P39002,3,3
P39003,10,10
P39005,2,2
P39006,2,2
P39007,6,6
P39008,3,2
P39010,7,6
P39012,2,2
P39013,12,12
P39015,12,12
P39019,9,9
P39023,15,15
P39076,24,24
P39077,26,26
P39078,19,19
P39079,15,15
P39081,3,3
P39083,4,4
P39099,15,17
P39101,18,18
P39104,5,5
P39105,6,6
P39107,4,4
P39109,19,19
P39111,6,6
P39113,5,5
P39160,15,15
P39172,10,11
P39173,7,7
P39177,4,4
P39180,35,35
P39187,2,4
P39199,5,6
P39265,12,12
P39267,7,7
P39286,8,11
P39310,4,5
P39325,5,5
P39337,4,4
P39356,3,5
P39371,8,10
P39377,6,6
P39396,5,5
P39401,7,11
P39406,5,7
P39411,4,4
P39516,9,9
P39517,7,7
P39518,2,2
P39521,6,6
P39522,26,27
P39523,10,10
P39524,2,0
P39525,2,0
P39533,17,17
P39656,12,12
P39676,19,19
P39677,3,3
P39683,19,18
P39685,10,8
P39687,10,10
P39704,2,0
P39705,22,22
P39714,7,7
P39715,5,5
P39719,5,5
P39721,6,6
P39726,5,5
P39727,4,4
P39729,5,5
P39730,26,26
P39742,5,5
P39743,13,13
P39744,12,12
P39748,15,15
P39829,11,11
P39831,7,7
P39838,5,7
P39880,6,6
P39925,4,4
P39926,10,10
P39927,3,3
P39929,14,13
P39931,9,9
P39935,25,25
P39936,12,12
P39938;P39939,3,3
P39940,20,20
P39952,2,2
P39954,17,17
P39958,15,15
P39960,23,23
P39966,9,9
P39968,14,13
P39969,2,2
P39976,21,21
P39984,7,7
P39985,10,9
P39986,20,20
P39990,5,5
P39998,5,5
P40005,4,4
P40006,3,3
P40007,3,3
P40008,8,7
P40010,19,19
P40012,3,3
P40013,2,2
P40016,17,17
P40017,17,17
P40018,3,0
P40019,7,7
P40022,3,3
P40024,20,20
P40029,6,6
P40030,2,2
P40032,17,17
P40035,4,3
P40037,7,7
P40040,6,6
P40043,3,3
P40046,2,2
P40047,12,12
P40052,5,5
P40053,16,16
P40054,9,9
P40055,4,3
P40056,4,4
P40060,2,2
P40064,5,4
P40066,6,5
P40069,32,32
P40070,3,3
P40073,2,2
P40075,9,9
P40079,7,7
P40081,6,6
P40084,3,3
P40086,8,7
P40087,15,15
P40091,6,5
P40093,11,11
P40094,3,3
P40096,2,2
P40098,6,5
P40106,12,12
P40120,7,11
P40121,10,10
P40123,13,13
P40150,3,3
P40154,4,4
P40157,5,5
P40159,6,6
P40160,7,7
P40161,5,4
P40165,3,3
P40185,6,6
P40189,11,11
P40191,3,3
P40202,5,5
P40210,4,4
P40212,10,10
P40215,23,23
P40217,12,12
P40222,22,22
P40227,23,23
P40261,7,7
P40302,14,13
P40303,9,9
P40312,4,4
P40316,2,0
P40317,3,3
P40318,5,5
P40319,4,4
P40327,19,18
P40335,7,7
P40341,12,12
P40343,14,14
P40344,4,4
P40347,4,4
P40348,6,5
P40350,2,0
P40357,15,15
P40363,5,5
P40364,10,10
P40368,3,3
P40413,16,16
P40414,11,11
P40416,2,2
P40424,6,6
P40429,8,8
P40433,4,4
P40457,3,0
P40459,2,2
P40462,14,14
P40463,9,9
P40467,3,3
P40468,3,3
P40469,5,5
P40471,4,4
P40472,2,2
P40477,27,28
P40481,4,4
P40482,26,26
P40483,12,11
P40484,4,3
P40485,7,7
P40487,3,0
P40495,14,14
P40496,5,4
P40498,7,7
P40505,3,0
P40506,7,6
P40509,4,4
P40510,13,13
P40513,6,6
P40515,6,6
P40516,3,3
P40517,10,10
P40518,7,7
P40525;P87262,3,3
P40529,6,6
P40531,15,15
P40533,6,6
P40535,11,11
P40540,4,4
P40541,2,2
P40545,3,3
P40553,4,3
P40555,2,2
P40557,10,8
P40561,5,5
P40563,23,23
P40564,13,13
P40579,8,8
P40580,6,6
P40581,5,5
P40582,5,5
P40616,9,9
P40692,15,15
P40710,6,7
P40763,22,22
P40818,20,20
P40825,45,45
P40850,18,18
P40855,9,9
P40874,12,12
P40893,8,8
P40896,4,4
P40925,10,10
P40926,16,16
P40937,17,17
P40938,15,15
P40939,30,30
P40956,8,8
P40957,7,7
P40958,5,5
P40959,11,11
P40961,9,9
P40970,11,11
P40986,2,2
P40989,4,3
P40991,20,20
P40994,2,0
P41052,4,4
P41057,3,3
P41058,2,2
P41066,2,3
P41091,21,21
P41134,2,2
P41208,6,6
P41214,11,11
P41221,8,10
P41223,8,8
P41227,11,11
P41229,11,11
P41236,7,7
P41240,17,17
P41247,3,3
P41250,34,34
P41252,53,53
P41277,9,9
P41318,4,4
P41338,15,15
P41407,6,6
P41409,6,6
P41440,2,2
P41543,8,8
P41567,5,5
P41696,4,4
P41697,8,6
P41734,4,4
P41743,9,9
P41805,10,10
P41807,21,21
P41810,28,28
P41811,36,36
P41814,4,4
P41816,4,4
P41818,13,13
P41819,10,9
P41832,6,6
P41895,15,15
P41896,7,7
P41903,5,5
P41911,7,7
P41920,6,5
P41921,14,14
P41939,13,13
P41940,16,15
P42025,2,2
P42126,8,8
P42166,27,27
P42167,10,10
P42224,27,27
P42226,13,13
P42285,36,36
P42330,22,22
P42345,49,49
P42356,8,9
P42566,22,23
P42568,3,3
P42574,5,5
P42575,6,6
P42599,5,5
P42616,2,2
P42632,12,17
P42641,10,10
P42677,2,2
P42684,3,3
P42694,5,5
P42695,23,23
P42696,15,15
P42704,71,70
P42765,21,21
P42766,4,4
P42771,7,7
P42772,2,2
P42773,7,7
P42785,10,10
P42826,3,3
P42838,5,5
P42839,2,2
P42842,13,11
P42846,16,16
P42858,26,26
P42892,18,18
P42935,7,7
P42938,5,5
P42940,12,12
P42941,5,5
P42942,7,7
P42943,19,19
P42945,18,17
P42949,4,4
P43007,8,8
P43034,18,18
P43121,18,18
P43123,18,18
P43132,2,2
P43155,5,5
P43243,40,40
P43246,33,33
P43304,35,35
P43307,6,6
P43321,3,3
P43329,5,13
P43353,8,8
P43355,4,4
P43378,7,7
P43487,8,8
P43490,22,22
P43533,7,7
P43535,15,15
P43545;P53824,2,2
P43555,8,8
P43556,6,6
P43558,7,6
P43561,6,6
P43563,2,2
P43567,7,7
P43569,6,6
P43573,7,7
P43582,5,5
P43585,15,14
P43586,5,5
P43587,4,4
P43588,8,8
P43590,10,10
P43593,18,17
P43594,9,9
P43596,2,0
P43597,40,40
P43598,7,7
P43601,3,3
P43603,13,13
P43609,11,11
P43612,9,8
P43613,4,4
P43616,21,21
P43619,4,4
P43621,7,7
P43638,11,11
P43639,4,4
P43671,5,6
P43672,12,12
P43686,22,22
P43897,11,11
P45395,3,5
P45425,6,9
P45464,23,23
P45523,12,12
P45577,7,7
P45578,8,8
P45748,7,7
P45799,8,8
P45818,4,3
P45877,4,4
P45880,14,14
P45955,12,12
P45973,9,9
P45974,33,33
P45976,7,7
P45978,10,10
P45985,9,9
P46013,105,106
P46019,6,6
P46020,2,0
P46060,26,26
P46063,22,23
P46087,26,26
P46100,34,33
P46108,16,16
P46109,14,14
P46118,7,9
P46130,11,11
P46151,7,5
P46199,3,3
P46367,24,24
P46379,25,25
P46459,29,29
P46527,2,2
P46654,3,3
P46655,43,43
P46669,5,5
P46672,18,18
P46673,4,4
P46676,13,13
P46680,17,17
P46681,11,11
P46682,9,9
P46683,14,14
P46734,10,10
P46736,8,8
P46776,5,5
P46777,14,14
P46778,7,7
P46779,5,5
P46781,13,13
P46782,5,5
P46783,7,7
P46784;Q08745,4,4
P46821,84,84
P46837,27,29
P46853,7,7
P46889,6,7
P46926,12,12
P46934,14,14
P46937,14,14
P46939,60,59
P46940,80,80
P46944,2,2
P46947,4,4
P46949,13,13
P46956,7,7
P46957,5,5
P46959,2,2
P46969,5,5
P46970,9,9
P46971,6,6
P46976,7,7
P46977,13,13
P46982,5,4
P46984,4,4
P46985,6,6
P46988,5,5
P46989,6,6
P46992,5,5
P46995,2,2
P47001,2,2
P47006,6,6
P47008,12,12
P47018,17,17
P47029,2,0
P47031,7,7
P47035,29,29
P47037,6,5
P47039,7,6
P47044,8,8
P47045,2,0
P47047,19,19
P47048,3,3
P47057,17,17
P47064,2,2
P47068,46,46
P47069,4,4
P47075,15,15
P47076,3,3
P47077,16,16
P47079,29,28
P47082,7,7
P47083,14,14
P47085,5,5
P47089,4,4
P47096,13,12
P47103,5,5
P47104,8,7
P47108,7,8
P47112,2,2
P47116,10,10
P47117,17,17
P47119,7,7
P47120,16,16
P47122,6,6
P47123,3,3
P47127,6,6
P47133,8,7
P47135,7,7
P47137,5,4
P47143,12,12
P47154,11,11
P47160,16,16
P47165,4,4
P47166,16,15
P47176,12,12
P47224,2,2
P47712,24,24
P47755,10,10
P47756,13,13
P47771,11,11
P47813,7,7
P47895,12,12
P47897,36,36
P47912,14,13
P47914,2,2
P47985,12,12
P48015,10,9
P48047,10,10
P48059,5,5
P48147,25,25
P48163,15,15
P48164,10,10
P48200,13,13
P48231,10,10
P48234,8,6
P48236,2,0
P48353,2,2
P48361,10,9
P48362,7,7
P48363,6,6
P48382,5,5
P48415,38,37
P48426,4,4
P48439,2,2
P48444,26,26
P48445,5,5
P48449,18,18
P48506,17,18
P48507,8,8
P48509,2,2
P48510,9,9
P48556,11,11
P48562,5,5
P48563,2,2
P48567,7,7
P48570,5,5
P48582,19,19
P48589,7,7
P48606,11,11
P48634,32,32
P48637,19,19
P48643,30,30
P48651,6,6
P48681,37,37
P48723,6,6
P48729,12,12
P48730,9,9
P48735,15,15
P48739,15,15
P48743,2,2
P48836,4,4
P48837,9,9
P48960,15,15
P49005,10,10
P49006,6,6
P49017,5,5
P49023,18,18
P49089,28,28
P49090,15,15
P49095,6,6
P49116,6,6
P49137,4,4
P49167,3,3
P49184,2,2
P49189,15,15
P49207,4,4
P49257,15,15
P49281,2,2
P49321,37,37
P49327,101,101
P49334,5,5
P49354,12,12
P49356,4,4
P49366,8,8
P49367,15,15
P49368,38,38
P49406,12,12
P49411,27,27
P49419,21,21
P49427,3,3
P49435,8,8
P49441,4,4
P49454,47,45
P49458,5,5
P49459,2,2
P49573,7,7
P49585,13,13
P49588,32,32
P49589,24,24
P49590,8,8
P49591,21,21
P49593,6,6
P49626,2,2
P49642,12,12
P49643,17,17
P49674,2,2
P49686,3,3
P49687,12,11
P49711,6,6
P49720,8,8
P49721,6,6
P49723,16,16
P49736,36,36
P49748,28,28
P49750,36,36
P49754,5,5
P49755,7,7
P49756,26,24
P49757,5,5
P49768,3,3
P49770,9,9
P49773,8,8
P49775,4,4
P49790,34,33
P49792,102,102
P49815,17,17
P49821,17,17
P49840,8,8
P49841,14,14
P49848,10,10
P49902,15,15
P49903,10,10
P49914,7,7
P49915,28,28
P49916,21,21
P49917,4,4
P49918,8,8
P49954,7,7
P49957,4,4
P49959,20,20
P50085,7,7
P50086,4,4
P50087,5,4
P50094,7,7
P50095,20,20
P50101,8,8
P50105,5,4
P50107,6,6
P50108,3,3
P50109,11,11
P50111,8,7
P50135,2,2
P50148,5,5
P50213,14,14
P50238,3,3
P50263,2,2
P50278,7,6
P50336,8,8
P50395,34,34
P50402,13,13
P50416,28,28
P50452,10,10
P50453,9,9
P50454,22,22
P50466,14,14
P50502,12,12
P50542,11,11
P50548,4,4
P50552,13,13
P50570,30,30
P50579,16,16
P50583,6,6
P50607,3,3
P50613,8,8
P50623,5,5
P50748,17,17
P50750,7,7
P50851,52,51
P50861,6,6
P50897,6,6
P50914,5,5
P50942,2,0
P50945,3,3
P50946,2,2
P50990,32,31
P50991,30,31
P50995,18,18
P51003,24,23
P51024,3,4
P51114,24,24
P51116,23,23
P51148,7,7
P51149,15,15
P51151,6,6
P51153,3,3
P51159,5,5
P51397,2,2
P51398,13,13
P51401,2,2
P51452,6,6
P51531,13,13
P51532,39,39
P51553,9,9
P51570,10,10
P51571,4,4
P51572,7,7
P51580,6,6
P51601,8,8
P51608,12,12
P51610,37,37
P51617,8,8
P51636,2,2
P51648,16,16
P51649,3,3
P51659,26,26
P51665,13,13
P51688,5,5
P51692,24,24
P51784,9,9
P51790,2,2
P51798,7,7
P51808,4,4
P51809,7,7
P51812,26,26
P51858,17,17
P51946,8,8
P51948,8,8
P51970,7,7
P51991,16,16
P51996,3,3
P51998,5,5
P52007,4,5
P52061,5,5
P52074,3,5
P52108,6,6
P52209,23,23
P52272,35,36
P52286,11,11
P52292,23,23
P52294,11,11
P52298,4,4
P52306,16,16
P52434,5,5
P52435;Q9GZM3;Q9H1A7,3,3
P52488,9,9
P52489,3,3
P52490,2,2
P52553,6,6
P52564,8,8
P52565,7,7
P52566,4,4
P52593,4,4
P52594,7,8
P52597,13,13
P52612,9,12
P52614,4,4
P52627,3,3
P52643,8,9
P52655,2,2
P52657,2,2
P52697,9,9
P52701,36,36
P52732,30,30
P52735,11,11
P52756,11,11
P52758,4,4
P52788,17,17
P52789,25,25
P52803,2,2
P52815,6,6
P52888,23,23
P52891,3,0
P52893,12,12
P52895,15,16
P52907,12,12
P52910,28,28
P52917,8,6
P52918,12,12
P52943,10,10
P52948,43,44
P53004,10,10
P53007,9,9
P53008,6,5
P53011,5,4
P53040,8,8
P53041,15,15
P53043,6,6
P53044,11,11
P53048,5,4
P53051,15,15
P53063,2,0
P53064,6,6
P53066,7,7
P53067,5,4
P53072,5,5
P53073,4,4
P53075,17,17
P53076,2,0
P53081,6,6
P53090,19,19
P53091,10,10
P53107,6,6
P53108,3,3
P53111,4,4
P53112,6,6
P53114,3,3
P53115,4,4
P53121,3,3
P53131,21,21
P53136,9,9
P53139,3,3
P53140,9,7
P53141,13,13
P53144,2,2
P53145,11,11
P53152,6,6
P53155,8,7
P53163,7,7
P53164,4,4
P53168,2,0
P53169,2,2
P53172,9,9
P53183,3,3
P53184,10,10
P53191,9,9
P53192,5,5
P53193,2,2
P53195,5,5
P53196,3,3
P53199,10,10
P53200,4,3
P53210,3,3
P53212,2,0
P53215,2,0
P53219,2,2
P53221,9,9
P53224,3,3
P53228,7,6
P53235,17,17
P53250,9,9
P53252,16,16
P53253,2,0
P53254,15,13
P53256,2,2
P53258,7,6
P53261,20,20
P53265,2,2
P53270,5,5
P53271,3,3
P53274,6,5
P53276,9,9
P53277,2,0
P53278,28,27
P53281,3,3
P53292,6,6
P53295,12,12
P53297,19,19
P53299,6,6
P53301,7,7
P53303,20,19
P53305,3,3
P53309,5,4
P53312,15,15
P53315,4,4
P53316,11,11
P53326,11,11
P53330,5,5
P53332,8,8
P53334,8,8
P53337,4,4
P53350,13,13
P53365,10,10
P53367,10,10
P53384,4,4
P53396,57,57
P53507,2,0
P53549,13,13
P53550,25,25
P53551,6,6
P53552,3,0
P53582,12,12
P53597,6,6
P53598,10,10
P53600,5,5
P53604,5,5
P53609,6,6
P53611,7,7
P53617,7,7
P53618,40,40
P53621,58,58
P53622,37,36
P53628,2,2
P53629,5,5
P53633,5,5
P53634,9,9
P53675,19,19
P53680,5,5
P53691,19,18
P53701,13,13
P53723,7,6
P53724,3,3
P53725,4,4
P53729,6,6
P53730,4,3
P53731,12,12
P53732,2,2
P53733,3,3
P53736,2,2
P53738,2,2
P53739,8,8
P53741,8,8
P53742,2,2
P53743,5,5
P53814,5,5
P53834,7,7
P53839,11,11
P53843,2,2
P53848,2,0
P53849,7,7
P53852,31,31
P53853,2,2
P53858,3,0
P53859,7,6
P53860,12,12
P53868,6,6
P53874,3,3
P53875,3,3
P53877,10,10
P53878,4,4
P53879,6,5
P53881,3,3
P53883,9,9
P53885,12,12
P53889,2,2
P53890,14,14
P53893,11,10
P53894,5,4
P53897,6,6
P53900,4,4
P53903,5,5
P53914,25,25
P53920,17,17
P53924,2,0
P53925,6,6
P53927,4,4
P53929,8,8
P53941,5,5
P53946,5,5
P53950,4,4
P53953,4,0
P53962,8,8
P53968,7,7
P53981,15,15
P53982,2,0
P53985,5,5
P53990,9,9
P53992,26,26
P53999,10,10
P54000,9,9
P54003,3,3
P54007,4,4
P54098,9,10
P54105,8,8
P54113,26,26
P54115,30,30
P54132,8,8
P54136,38,38
P54198,3,3
P54252,2,2
P54259,3,2
P54277,6,6
P54278,8,9
P54289,25,25
P54577,31,31
P54578,21,21
P54619,11,11
P54652,2,2
P54687,5,5
P54709,11,11
P54725,9,9
P54727,17,17
P54730,4,3
P54756,2,2
P54780,7,7
P54781,2,0
P54783,17,17
P54786,2,2
P54787,3,3
P54819,12,12
P54837,3,3
P54838,22,22
P54839,19,19
P54858,10,10
P54860,10,9
P54861,24,24
P54867,3,3
P54885,14,14
P54886,29,29
P54920,15,15
P54964,5,5
P55010,18,18
P55011,19,20
P55036,12,12
P55039,14,14
P55060,48,48
P55061,3,3
P55072,51,51
P55081,7,7
P55084,21,21
P55145,8,8
P55196,8,8
P55199,6,7
P55209,12,12
P55210,5,5
P55212,6,6
P55263,16,16
P55265,39,40
P55268,3,3
P55290,7,7
P55327,8,8
P55735,9,9
P55769,5,5
P55786,44,45
P55789,4,4
P55795,8,8
P55809,22,22
P55884,44,44
P55957,5,5
P56134,2,2
P56182,12,12
P56192,36,36
P56199,9,9
P56211,4,4
P56282,2,2
P56377,2,2
P56378,2,2
P56385,5,5
P56537,10,10
P56545,9,9
P56556,5,5
P56580,6,6
P56589,5,5
P56628,3,3
P56945,12,12
P57076,7,7
P57081,8,8
P57088,10,10
P57105,7,7
P57678,19,19
P57737,2,2
P57740,28,28
P57744,4,4
P57772,6,6
P58107,127,126
P58546,4,4
P59998,9,9
P60010,11,11
P60033,4,4
P60174,14,14
P60228,23,23
P60240,27,28
P60293,11,13
P60340,9,9
P60390,6,6
P60422,15,15
P60438,11,11
P60468,3,3
P60472,2,3
P60484,2,2
P60510,9,9
P60520,5,5
P60546,6,6
P60560,7,9
P60602,2,2
P60604,3,3
P60624,7,7
P60651,9,9
P60660,6,6
P60664,3,4
P60716,13,15
P60720,3,3
P60723,10,10
P60752,9,11
P60763,6,6
P60785,20,20
P60842,25,25
P60866,5,5
P60891,14,14
P60900,12,12
P60903,5,5
P60906,18,18
P60953,7,7
P60981,12,12
P60983,6,6
P61006,7,7
P61009,4,4
P61011,21,21
P61019,12,12
P61020,3,3
P61024,4,4
P61026,9,9
P61077,3,3
P61081,7,7
P61086,10,10
P61088,9,9
P61106,14,14
P61158,22,22
P61160,13,13
P61163,16,16
P61175,7,7
P61201,18,18
P61221,27,27
P61224,11,11
P61225,7,7
P61244,5,5
P61247,16,16
P61254,7,7
P61289,11,11
P61313,11,11
P61316,7,7
P61320,10,10
P61326;Q96A72,9,9
P61353,6,6
P61421,9,9
P61457,3,3
P61513,3,3
P61517,7,7
P61586,4,4
P61587,3,3
P61599,7,7
P61604,8,8
P61619,7,7
P61714,7,7
P61758,10,10
P61764,15,15
P61769,3,3
P61803,4,4
P61889,21,21
P61916,6,6
P61923,4,4
P61949,7,7
P61956,2,2
P61960,3,3
P61962,8,8
P61964,9,9
P61966,4,4
P61970,6,6
P61978,24,24
P61981,7,7
P62070,9,9
P62072,2,2
P62081,8,8
P62136,20,19
P62140,5,5
P62166,5,5
